aberration,s
abet,a
abeyance,a
abhor,a
abide,a
abjure,a
abraded,a
abraid,a
abrogate,a
abscond,s
abstruse,s
abut,a
abysmal,s
acarpous,a
acclaimed,s
accolade,s
accretion,a
accrue,s
acumen,s
adamant,s
admonitory,s
adorn,s
adulteration,s
affable,s
affinity,s
aggravate,s
agile,s
agog,s
ail,s
alacrity,s
alcove,a
ale,a
aleck,a
allegiance,s
alleviate,s
alloy,s
aloof,s
amalgamate,s
ambidextrous,s
ambiguous,s
ambivalent,s
ambrosial,a
ameliorate,s
amortize,s
anguish,s
animosity,s
antidote,s
antithetical,a
apartheid,s
aplomb,a
apostate,s
apotheosis,s
appease,s
apprehensive,s
apprise,a
approbation,a
apropos,s
apt,s
arabesque,a
arboreal,a
arcane,s
archaic,s
ardor,s
arduous,s
argot,s
arrant,s
arrogance,s
articulate,s
ascend,s
ascertain,s
ascetic,s
ascribe,s
aseptic,a
asperity,a
aspersion,a
assail,a
assiduous,a
assuage,a
asterisk,s
astringent,s
astute,s
atavistic,a
atonement,s
attenuate,a
attune,a
audacious,s
augury,s
august,s
auspicious,s
austere,s
auxiliary,s
aver,a
aversion,s
avid,s
avow,s
baleful,s
balk,a
bandy,a
baneful,s
barrage,s
barren,s
bask,s
beatify,s
bedizen,a
beguile,s
belabor,a
bellicose,a
belligerent,a
benefactor,s
benevolence,s
benign,s
benison,a
bequest,a
berate,s
bereft,s
bewilder,s
bigot,s
bilge,a
blandishment,a
blandness,a
blas,a
blatant,s
blithe,s
boggle,a
bogus,s
boisterous,s
bolster,s
boorish,s
braggart,s
brash,s
brass,s
brazen,s
breach,s
brittle,s
broach,s
brobdingnagian,a
brook,s
brummagem,a
buoyant,s
burgeon,s
burnish,s
cabal,s
cadge,s
cajole,s
calipers,s
calisthenics,s
calumny,s
candid,s
cant,s
cantankerous,a
canvass,s
castigate,s
castigation,s
catalyst,s
caustic,s
cavalcade,a
censure,s
centurion,s
chagrin,a
chary,a
chaste,s
chastened,s
chastisement,s
chauvinist,s
chicane,a
chicanery,a
chisel,s
chortle,a
churl,a
churlish,a
clamor,s
clientele,s
clinch,s
cling,s
clot,s
cloture,s
coagulation,s
coalescing,s
coax,s
coda,s
coddle,s
coerce,s
coeval,a
cogent,s
cogitate,a
cognizant,s
cohort,s
colander,a
colloquial,s
collusion,s
combustion,s
commemorate,s
commodious,s
commuter,s
complaisance,a
complaisant,a
compunction,a
conceal,s
conceit,s
conciliatory,a
concoct,s
concord,s
concur,s
condense,s
condone,s
conduce,s
congeal,s
conjoin,s
connoisseur,s
connotation,s
connote,s
consequential,s
console,s
conspicuous,s
consternation,s
constrain,s
constrict,s
consume,s
consummate,s
contemn,a
contentious,s
contiguous,s
contrite,s
contumacious,s
conundrum,s
conviction,s
convoke,a
convoluted,s
cordial,s
cordon,a
cornucopia,a
corporeal,s
correlate,s
corroboration,s
coruscate,a
countenance,a
counterfeit,s
countervail,s
covert,s
covetous,s
cower,s
coy,s
crass,s
cravat,a
craven,s
crease,a
credulity,a
credulous,a
crush,s
cryptic,s
cumbersome,s
curmudgeon,a
curriculum,s
cursory,s
curtail,s
dainty,s
dangle,s
daunt,s
dawdler,s
dearth,s
debacle,s
decorum,s
decree,s
decry,a
defalcate,a
defer,s
deferential,s
defiance,s
delineate,s
deluge,s
demagogue,s
demur,s
denigrate,a
denouement,a
deplete,s
deposition,s
deprave,s
deprecate,s
depredation,s
dereliction,a
derision,a
derivative,s
derogatory,s
descry,a
desiccant,a
desuetude,a
desultory,a
deter,s
detraction,s
detumescence,a
deviance,s
dexterity,s
diabolical,s
diaphanous,s
diatribe,a
didactic,s
diffidence,a
dilate,s
dilettante,a
dirge,a
disallow,s
discern,s
discomfit,a
disconcert,a
discountenance,a
discourse,s
discredit,s
discreet,s
discrete,s
disdain,s
disencumber,s
disheveled,s
disingenuous,s
disinter,a
dislodge,s
dismal,s
disparate,a
disproof,a
disrobe,s
dissemble,s
disseminate,s
dissent,s
dissolution,s
distrait,s
distraught,s
divergence,s
divestiture,a
divulge,s
doggerel,a
dogmatic,s
doleful,s
dolt,s
dormant,s
dote,s
drawl,s
droll,s
drone,s
drowsiness,s
dubious,s
dud,s
dulcet,a
dullard,s
dupe,s
duplicity,s
duress,s
dwarf,s
dynamo,s
earthenware,s
ebullience,a
ebullient,s
eclat,s
ecumenical,a
edacious,a
eddy,s
edible,s
edify,a
efface,a
effete,a
efficacy,a
effluvia,a
effrontery,a
egress,a
elaborate,s
elegy,s
elicit,s
eloquence,s
emaciate,a
embellish,a
embezzle,a
emote,a
empirical,a
encapsulate,a
encomium,a
encumbrance,a
endearing,s
endeavor,s
endemic,a
endorse,s
enduring,s
enervate,a
engender,a
engrave,s
engrossing,s
engulf,s
enigma,s
enmity,s
ensconce,a
ensign,a
entangle,a
enthral,a
entice,a
entreat,s
enunciate,s
enzyme,s
epicurean,a
epiphany,s
epistle,s
epithet,s
epitome,s
equable,s
equanimity,a
equilibrium,s
equipoise,a
equivocal,s
equivocate,s
eradicate,s
erratic,s
erudite,s
eschew,a
esoteric,a
espouse,a
eulogy,s
eupeptic,a
euphoria,s
euthanasia,s
evasive,s
evince,a
evoke,s
excoriation,a
exculpate,a
exhaustive,s
exigency,a
exodus,a
exoneration,s
exorbitant,s
expatiate,a
expedient,a
expiation,a
exploit,s
expostulate,a
expurgate,a
exscind,a
extant,a
extempore,s
extenuate,s
extinct,s
extinguish,a
extirpate,a
extol,a
extort,s
extralegal,a
extricable,a
extrovert,s
exuberance,s
facetious,s
facile,s
fagged,s
fallacious,s
falter,s
fatuous,a
fawn,a
feckless,a
fecund,a
feint,s
felicitous,s
felon,s
feral,a
ferment,s
ferocity,s
ferret,s
fervid,a
fervor,s
festoon,a
fetid,a
fetter,a
feud,s
fidelity,s
fidget,s
figurehead,s
finagle,s
finesse,s
finical,a
finicky,s
fission,a
fixate,s
flak,a
flamboyant,s
flaunting,s
flax,a
fledged,a
fledgling,a
fleet,s
flimsy,s
flinch,s
floe,a
flop,s
florid,a
flout,s
fluke,a
fluster,s
foible,a
foil,s
foment,a
foolproof,a
foppish,a
forage,s
foray,a
forbear,a
forbearance,a
ford,a
forestall,a
forfeit,s
forge,s
forgery,s
forswear,a
foster,s
fracas,a
fragile,s
fragrant,s
frantic,a
frenetic,s
fret,s
fringe,s
froward,a
frugal,s
fulmination,s
fulsome,s
furtive,s
fustian,s
gainsay,a
gait,s
gallant,s
garble,s
garner,s
garrulous,a
gauche,s
gaucherie,s
germane,s
gerontocracy,a
gist,s
glean,s
glib,s
glimmer,s
gloat,s
glut,s
gnaw,s
goad,s
gorge,s
gossamer,a
gouge,s
gourmand,a
grandiloquent,a
grave,s
graze,s
gregarious,s
grievous,a
grouse,s
grovel,s
grumble,s
guile,s
guileless,s
gullible,s
gush,s
gust,s
hack,s
halcyon,a
hallow,a
hapless,a
harangue,s
harbinger,s
harrow,s
haughty,s
hauteur,a
heed,s
hegemony,s
heinous,s
heresy,s
heretic,s
hermetic,a
heterogeneous,s
hew,s
highbrow,s
hirsute,a
hoax,s
hollow,s
holster,s
homiletics,a
hone,s
hoodwink,s
hospitable,s
hubris,a
hush,a
husk,s
hypocrisy,a
iconoclast,s
idiosyncrasy,s
idolatry,s
idyll,a
ignoble,a
ignominious,a
illicit,s
imbibe,a
imbroglio,a
immaculate,s
imminent,s
immutable,a
impair,s
impasse,a
impassive,a
impecunious,a
impede,s
impediment,s
impending,a
imperative,s
imperious,a
impermeable,a
imperturbable,a
impervious,a
imperviousness,a
impetuous,a
impiety,a
implacable,a
implicate,s
implicit,s
implosion,s
importune,a
imprecation,a
impromptu,s
impudent,s
impugned,a
impute,a
inadvertent,a
inane,s
incense,s
incessant,s
inchoate,a
incipient,s
incise,s
incite,s
inclined,s
incongruous,a
incorrigibility,a
incredulous,s
inculcate,s
incumbents,s
incursion,s
indefatigability,a
indelible,s
indigence,s
indigenous,s
indistinct,a
indolence,a
indomitable,s
indulge,s
indulgent,s
ineffable,a
ineluctable,a
inept,s
ineptitude,s
inferno,s
infuriate,s
infuse,s
ingenuous,s
ingest,s
inimical,a
inimitable,a
innocuous,a
inquest,a
inscrutable,a
insensible,a
insinuate,s
insipid,a
insouciant,s
insularity,a
insurrection,a
interdict,a
interim,s
intersperse,a
intransigence,a
intransigent,a
intrepid,a
introspection,a
introvert,s
inundate,s
inured,s
invective,s
inveigh,s
inveterate,s
invincible,s
involute,a
irascible,a
irate,a
ire,a
irksome,s
irresolute,s
irrevocable,s
itinerate,s
jabber,s
jagged,s
jejune,a
jibe,a
jocular,a
judicious,s
kibosh,a
knit,s
labyrinthine,a
lachrymose,a
lackluster,a
lam,a
lambaste,s
lament,s
lampoon,a
lassitude,a
latent,s
laudatory,s
lavish,s
legacy,s
levee,a
levity,a
libel,s
liberality,s
libertine,s
lien,a
limn,s
limp,s
lionize,s
lithe,a
livid,s
loll,a
lope,a
loquacious,a
lucubrate,a
luculent,a
lugubrious,a
lull,s
lumber,a
luminary,a
lurk,s
lustrous,s
macabre,a
macerate,a
machination,a
maladroit,s
malapropism,a
malevolence,s
malevolent,s
malign,s
malinger,s
malleable,s
manacle,a
massacre,s
matriculation,a
maudlin,a
maul,s
maverick,s
mellifluous,a
mendacious,a
mendacity,a
mendicant,a
mephitic,s
mercurial,s
meretricious,a
mesmerize,s
meticulous,s
mettle,s
mettlesome,s
middling,s
mien,a
minatory,a
mince,a
misanthrope,s
mischievous,s
miseenscene,a
miser,s
misogynist,s
mite,s
moderation,s
mollify,a
molt,a
moot,a
morbid,s
moribund,s
morose,s
muffler,s
mulct,a
multifarious,s
mundane,s
myriad,s
nadir,s
narcissism,s
nary,s
nascent,a
nebulous,s
negligent,s
nemesis,s
neophyte,a
nexus,s
nibble,s
nihilism,s
noisome,a
nonchalant,s
nonplused,a
nostrum,a
noxious,a
nugatory,a
obdurate,a
obfuscate,s
oblivious,s
obloquy,a
obsequious,a
obstreperous,s
obtain,s
obtrusive,s
obtuse,s
obviate,a
occluded,s
odious,a
odium,s
odor,s
offhand,s
officious,a
ominous,s
onerous,a
onus,a
opaqueness,a
opprobrious,a
orison,a
ossified,a
ossify,a
ostensible,a
ostentation,a
ostracism,s
overhaul,s
overweening,a
paean,a
palate,s
palatial,s
palaver,a
palliate,a
palpability,s
palpable,s
palpitate,a
panegyric,a
paradigm,s
parenthesis,s
pariah,s
parley,s
parsimonious,a
partisan,s
pastiche,a
patron,s
paucity,a
peccadillo,a
pedantic,s
pedestrian,s
pellucid,a
penchant,s
penitent,s
penurious,s
penury,s
perch,s
peregrination,s
peremptory,s
perfidious,a
perfidy,a
perfunctorily,s
perfunctory,s
perilous,a
peripatetic,s
perish,s
perjury,s
permeate,s
pernicious,a
perpetrate,s
personable,s
perspicacity,a
pertain,a
pervade,a
pest,a
petrified,s
petrify,s
petrous,a
petulant,s
philanthropist,s
philistine,a
phlegmatic,a
picaresque,a
pied,a
pileous,a
pilferer,a
pillage,a
pinch,s
pinchbeck,a
pine,s
pious,s
piquant,a
pique,a
pitfall,s
pith,a
pivotal,a
placate,s
plaintive,s
plaque,s
platitude,s
plea,s
plead,s
plethora,a
pliant,a
plod,a
pluck,a
plumb,s
plummet,s
plunge,s
poignant,s
polemic,a
poncho,a
ponderous,s
portent,s
poseur,s
precarious,s
precepts,s
preclude,s
precursors,s
precursory,s
predilection,a
predominate,a
preen,a
premature,s
preponderance,s
presage,a
presentiment,a
presumption,s
preternatural,s
prevalent,s
prevaricate,a
prim,s
pristine,s
privation,a
probity,a
proclivity,a
procrastination,s
prodigal,s
prodigious,s
profane,a
profligacy,a
profligate,a
profundity,a
profuse,s
proliferate,a
prolix,a
prone,s
propagation,s
propinquity,a
propitiatory,a
propitious,a
prosaic,a
proscribe,s
protracted,a
provident,a
provisional,s
provoke,s
prudence,s
prudish,s
prune,s
pry,s
pucker,a
puerile,a
pugnacious,a
puissance,a
pulchritude,a
pulchritudinous,a
punctilious,a
pundit,s
pungency,s
punitive,a
purvey,a
pusillanimous,a
putrefaction,a
pyre,a
quack,s
quaff,a
quail,s
qualm,s
quandary,a
quell,a
quibble,s
quiescence,a
quirk,a
quixotic,a
quotidian,a
rabble,s
raconteur,a
raffish,a
ramify,s
rancorous,a
rant,s
rapacious,a
rarefy,s
rave,s
reactionary,a
rebuff,s
rebus,s
recalcitrant,a
recant,s
recast,s
recidivism,a
reciprocity,s
recitals,s
recluse,s
recompense,s
reconcile,s
recondite,a
recreancy,s
recuperate,s
redeem,s
redoubtable,a
refine,s
refractory,s
refulgent,a
regale,a
regicide,a
reiterate,a
rejoinder,a
rejuvenation,s
relapse,s
reminiscent,s
remonstrate,a
render,a
renovate,s
renowned,s
repast,s
repel,s
repertoire,s
repine,a
repose,s
reproach,a
reprobate,a
repudiate,a
repulsive,s
requite,a
rescind,s
resigned,s
resilience,s
resort,s
restive,s
resuscitation,s
retard,s
reticence,a
reticent,a
retinue,a
retrograde,s
retrospective,a
revere,s
reverent,s
riddle,s
rife,s
rift,s
rivet,a
roll,s
rotund,s
rubicund,a
ruddy,s
rueful,s
ruffian,s
rumple,a
sadastic,s
sagacious,s
salacious,a
salubrious,a
salutary,a
salvage,a
sanctimony,s
sanction,a
sanguine,a
sanity,a
sash,s
satiate,a
saturnine,s
savant,s
savor,s
sawdust,s
scabbard,a
scalding,s
scent,a
scorch,s
scribble,s
scurvy,a
secular,s
sedulous,a
seminal,s
sententious,a
sequence,a
sere,s
sermon,s
serration,s
servile,a
sever,a
severance,a
shallow,a
shard,a
sheath,a
shrewd,a
shrill,s
shun,s
shunned,s
shunt,s
sidestep,s
simper,s
sinuous,s
sketchy,s
skiff,a
skit,a
slack,s
slake,a
slate,s
sluggard,a
slur,s
smolder,a
snare,s
snub,s
soar,s
sober,s
sobriety,s
sobriquet,a
sodden,a
soggy,s
solvent,s
somatic,a
somersault,s
soot,a
sophisticated,s
sophistry,s
sophomoric,s
soporific,a
sordid,s
spear,a
specious,s
splenetic,a
splice,s
sponge,s
sporadic,a
spurious,s
spurn,s
squalid,a
squander,s
squat,s
stanch,s
steeply,s
stentorian,a
stickler,s
stifled,a
stigma,s
stigmatize,s
sting,s
stingy,s
stint,s
stipple,a
stipulate,s
stolid,s
stray,s
streak,s
striated,s
stride,s
strive,s
strut,s
stygian,s
stymie,s
subdue,a
sublime,s
submerge,s
suborn,s
subpoena,s
substantiation,s
subsume,a
succor,s
succumb,s
suffice,s
suffocate,s
sullied,s
sumptuous,s
sundry,s
supercilious,s
superfluous,s
superimpose,s
supersede,s
supine,s
suppliant,s
supplicate,s
suppress,s
surcharge,s
surfeit,a
susceptibility,s
swerve,a
sycophant,s
taciturn,a
tadpole,s
talon,s
tamp,a
tamper,s
tangential,s
tarnished,s
tassel,a
taunt,s
taut,a
tautology,a
tawdry,a
teetotal,a
telltale,s
temerity,a
temperance,a
temperate,a
tenacity,s
tenuous,a
tepid,a
terse,a
testiness,a
thrift,s
thwart,s
timid,s
timorous,a
toady,a
tocsin,a
tonic,s
topple,s
torment,s
torpid,a
torque,s
tortuous,a
tout,s
tractable,s
transgress,a
transient,s
transitory,s
travesty,s
treacherous,s
trenchant,a
trencherman,a
trepidation,a
trickle,s
trifling,s
trite,a
truce,s
truculence,a
trudge,a
turbid,a
turbulence,s
turgid,a
turmoil,a
turpitude,a
turquoise,a
tyro,a
ubiquitous,s
ulterior,a
umbrage,s
uncouth,s
underbid,s
undermine,s
undulate,a
unearth,a
unencumbered,a
unfeigned,a
unscathed,a
untoward,a
upbraid,a
urbane,a
vacillation,a
vacuity,a
vagary,a
vain,s
valiant,s
valorous,s
vanquish,s
variegate,a
veer,s
vehemence,s
venal,a
veneer,a
veneration,a
veracity,a
verdant,a
verisimilitude,a
veritable,a
verve,a
vestige,a
vex,a
vigilance,s
vigilant,s
vigorous,s
vilify,s
vindictive,s
virago,a
visceral,a
viscous,a
vitiate,s
vitriolic,a
vituperate,a
vivacious,a
volatile,s
volubility,s
voluble,s
voluptuous,s
waffle,s
waft,s
wag,s
wan,a
wanton,a
warmonger,s
warrant,a
wean,s
weigh,s
welter,a
wend,a
whimsical,s
wile,s
wince,s
woo,s
writ,s
xenophile,s
yarn,s
yeoman,s
